Domain Name,Record Name,Record Type,Record Value
www.conseil-alliance-backend.com,_ac1fb5e9d9fa804d9a09f406c0110a98.www.conseil-alliance-backend.com.,CNAME,_f9ccd0b894b8dbc4fb5322fc163786e9.zzxlnyslwt.acm-validations.aws.
